Exports to Country (Unit: US$ Thousand),總計,亞洲,中國大陸,香港,日本,韓國,新加坡,馬來西亞,印尼,越南,泰國,菲律賓,印度,孟加拉,巴基斯坦,澳門,亞塞拜然,柬埔寨,斯里蘭卡,緬甸,不丹,汶萊,尼泊爾,寮國,北韓,哈薩克,烏茲別克,喬治亞,亞美尼亞,土庫曼,塔吉克,吉爾吉斯,中東,沙烏地阿拉伯,科威特,阿拉伯聯合大公國,伊朗,伊拉克,土耳其,卡達,阿曼,以色列,巴林,阿富汗,塞普勒斯,約旦,黎巴嫩,敘利亞,葉門,歐洲,德國,荷蘭,英國,義大利,法國,俄羅斯,西班牙,瑞士,比利時,芬蘭,瑞典,奧地利,波蘭,丹麥,愛爾蘭,匈牙利,葡萄牙,捷克,挪威,斯洛伐克,烏克蘭,希臘,阿爾巴尼亞,保加利亞,教廷,冰島,盧森堡,馬爾他,摩納哥,羅馬尼亞,塞爾維亞,蒙特內哥羅,馬其頓,波士尼亞與赫塞哥維納,克羅埃西亞,斯洛維尼亞,白俄羅斯,摩爾多瓦,立陶宛,愛沙尼亞,拉脫維亞,北美洲,美國,加拿大,中美洲,墨西哥,巴拿馬,哥斯大黎加,巴貝多,巴哈馬,安圭拉,安地卡及巴布達,貝里斯,多明尼克,多明尼加,薩爾瓦多,瓜地馬拉,格瑞那達,海地,宏都拉斯,牙買加,蒙瑟拉特,尼加拉瓜,玻多黎各,聖露西亞,聖文森,千里達及托巴哥,聖克里斯多福及尼維斯,古巴,南美洲,巴西,智利,秘魯,阿根廷,哥倫比亞,玻利維亞,厄瓜多,圭亞那(法屬),蓋亞那,巴拉圭,蘇利南,烏拉圭,委內瑞拉,大洋洲,澳大利亞,紐西蘭,薩摩亞(美屬),斐濟,吉里巴斯,馬爾地夫,諾魯,巴布亞新幾內亞,紐克里多尼亞,萬那杜,所羅門島,大溪地,東加,吐瓦魯,薩摩亞,非洲,南非,安哥拉,赤道幾內亞,剛果,奈及利亞,埃及,賴比瑞亞,阿爾及利亞,波札那,蒲隆地,維德角,喀麥隆,中非共和國,查德,剛果民主共和國,葛摩,貝南,衣索比亞,厄利垂亞,吉布地,加彭,甘比亞,迦納,幾內亞,幾內亞比索,象牙海岸,肯亞,賴索托,利比亞,馬達加斯加,馬拉威,馬利,茅利塔尼亞,摩洛哥,模里西斯,莫三比克,納米比亞,尼日,盧安達,辛巴威,聖多美普林西比,塞內加爾,獅子山,索馬利亞,蘇丹,史瓦帝尼,坦尚尼亞,多哥,突尼西亞,烏干達,布吉那法索,尚比亞
2017年,315486658,228808465,88745404,41165189,20573772,14415736,17619613,10368478,3193161,10456687,6381470,9592794,3281316,995186,518095,111809,1697,649401,407592,238024,136,11922,9545,6740,46,34589,10229,11631,1797,1072,392,1102,6297014,1065910,138554,1335738,652869,45212,1550175,87409,119268,710476,60254,1683,21151,369574,91361,32543,14466,28778050,6428811,4971900,3755981,2027029,1707028,1090056,1026242,533299,1370442,257154,613844,416830,889482,353799,195340,532231,442800,451840,172462,283583,121937,153857,9592,110180,0,6448,23136,31747,160,209803,28534,3404,2929,2684,43786,156148,17708,3851,119790,96353,111982,38977445,36772593,2203995,3086674,2284248,127205,80252,3581,939,145,102,6169,190,124084,101794,118419,164,34438,71919,11674,0,22220,56322,798,963,31212,863,3765,2628048,1265302,241047,233092,300760,322969,7333,142061,749,3482,35826,7458,56358,10926,3871081,2931443,468035,15753,51034,2967,6024,313,134371,6098,877,9722,1465,4533,236,2119,1869200,625840,28077,142,760,98180,361683,1341,73905,3564,31,64,6168,132,52,5071,46,3610,25463,120,35262,1894,456,25178,11996,18376,22008,92971,55545,8662,18161,1726,518,1285,65320,111497,8107,2613,1821,256,2048,19,8784,5718,1106,18736,7344,27607,8633,43663,2871,8199,1818
2017年1月,23652348,16838605,6179335,3010315,1639525,1139710,1364569,775894,243247,694964,506739,785679,262498,73508,39208,8597,96,50716,38545,19162,2,1106,1197,478,25,1955,524,580,94,86,5,96,447147,84601,10130,87077,54726,4257,105314,4854,23566,37148,3713,73,1740,20497,7121,1938,392,2360044,530907,357027,290882,177704,150641,82742,83689,44979,110937,22808,60480,41641,79005,29910,10677,46920,30605,47926,18874,33537,10404,11528,890,8698,0,355,1514,1686,6,16449,3450,897,245,267,3300,15132,1383,111,10363,9062,12290,2984163,2816071,168022,258032,188857,11579,6110,451,0,0,47,199,10,8309,9710,14222,2,1891,5330,846,0,2469,4530,45,0,2959,127,52,202688,93952,18009,16371,22974,28451,623,12524,88,298,951,362,6750,1316,306633,236741,38931,3288,4451,75,540,1,12151,368,173,1614,136,424,0,193,158528,44311,20145,21,155,4430,30636,66,4332,246,5,17,383,0,0,431,0,289,2597,0,4953,42,2,4002,1216,90,1220,8957,2965,602,1926,134,86,4,5811,4686,364,465,646,8,58,0,283,194,1,2292,914,2238,519,3918,708,377,72
2017年2月,22541448,16769958,6423889,2899754,1462372,1189619,1382670,720046,258005,737249,468051,816480,200376,72693,39953,9215,62,40688,25821,18305,21,725,483,147,0,1668,787,417,139,9,0,172,446056,79817,7512,116300,48373,3156,89050,4819,5186,45939,4156,9,1332,31003,6142,2363,796,1975894,471457,328866,273254,124289,108798,78369,67194,34902,93355,16971,39858,30763,60515,24134,9572,31275,31187,29981,14776,24514,7122,10384,1074,6758,0,810,2098,1878,8,11766,1061,160,172,173,2658,13661,785,173,6159,6767,8050,2478720,2323607,155078,210629,158479,7849,6595,188,108,1,0,231,5,11695,7091,5416,0,1358,4641,576,0,778,3056,103,36,1385,351,51,155884,71113,14006,15210,13104,23411,465,9922,73,117,2318,299,5286,516,278355,196218,28259,690,3858,2,451,0,24161,424,4,469,121,271,0,30,130202,49242,775,35,23,8526,24400,0,4517,77,0,0,691,0,0,201,3,161,2426,0,674,239,39,1975,1262,0,1616,5143,3100,492,832,100,6,33,4001,9615,941,503,326,8,252,0,722,28,18,717,158,1440,94,2883,283,26,62
2017年3月,25531474,18561020,6891243,3350405,1649817,1269842,1476601,831198,277249,857765,568755,843846,283136,86940,47073,8181,245,58411,34884,18884,0,1222,610,632,0,2215,762,478,104,47,0,37,492602,95041,8717,103979,49018,3295,112686,5400,7045,54985,4052,89,1709,34697,8480,2765,596,2279077,505149,375510,286749,158703,131624,83182,83447,46786,110415,20693,50826,39236,69723,30185,14034,40757,41033,35505,15598,39828,7442,11041,590,9348,0,373,5458,9395,15,13037,1095,797,159,141,2517,14140,1501,135,8622,6151,8010,3161021,2988046,172814,267657,197350,11913,5657,145,0,7,0,527,50,13163,10150,7807,19,2801,6496,1102,0,2329,5059,58,3,1775,57,817,201029,90412,18143,22354,17650,32025,715,10442,52,250,3158,547,3783,1485,326080,262843,37294,509,3542,45,479,0,12614,602,0,626,106,263,0,179,152287,49720,257,13,74,6323,27021,114,4456,63,1,0,128,41,0,183,0,63,1782,0,779,3,36,2745,1431,1,1039,10112,4235,270,1447,68,148,47,6577,15083,1953,13,359,137,141,0,919,490,1,716,674,6666,437,3963,185,665,33
2017年4月,24125456,17374971,6447100,3130611,1645574,1142849,1277865,793824,282038,878606,535010,733215,258381,90945,39261,8713,79,52098,30345,21806,2,1105,597,340,0,2243,621,1266,128,3,8,77,548052,115897,12010,121386,49034,3976,107465,6843,7760,70294,4375,119,1283,37398,7042,1789,1364,2191144,509162,344047,290764,153509,130727,88240,68858,45954,97799,24590,48060,30589,67662,25097,15189,46652,27004,49629,14034,22801,8305,10048,500,9824,0,374,3378,1836,29,15525,1740,165,163,177,2189,11140,1100,396,8424,7076,8341,3059816,2890199,169581,229500,170446,8228,7795,424,374,2,0,646,1,9146,6723,7730,26,2453,5678,915,0,1816,4035,62,30,1701,34,841,200907,96582,18756,18924,22648,25038,494,9408,84,292,2274,498,4570,1294,287285,214545,33876,207,3859,139,439,15,2764,534,8,223,135,565,1,223,142032,46099,815,0,1,8410,25206,177,5562,229,0,0,1369,1,0,592,1,152,2641,2,1398,318,46,1978,723,0,1942,10433,4715,760,1206,136,7,222,4474,10854,245,263,3,15,155,0,967,271,2,1368,334,1766,664,3070,111,679,270
2017年5月,25322281,17665824,6797367,3120270,1591676,1118131,1242429,816771,300012,838115,515246,778723,297243,88662,39338,7919,214,50107,36523,20177,4,891,312,700,2,2121,1057,611,466,78,9,116,628948,113056,11001,166524,63137,4305,128532,6919,9515,71647,6640,131,2070,32865,8401,2547,1636,2566303,592930,414130,355079,202009,162064,107142,88941,40030,121586,23087,57271,32023,77929,35040,17552,33747,41777,31733,16039,11229,8625,11993,851,8280,0,618,1309,2280,20,18383,1617,305,222,146,4996,13777,1293,266,10456,8483,10962,3377538,3184760,192735,267874,192673,11558,6180,334,35,15,0,532,3,9397,10211,14741,0,2605,8124,1660,0,1662,4989,38,74,2401,21,422,231904,110178,20298,18614,29594,30356,580,11507,74,400,4033,144,4831,1176,297719,245632,37543,425,4492,12,283,101,980,554,151,228,239,356,5,128,196664,56975,995,0,78,14989,30366,249,8216,281,2,1,446,0,0,310,14,388,3886,0,3850,159,31,2344,1383,17993,2800,10004,5115,1083,2606,372,74,10,7497,10735,292,232,129,16,355,17,945,440,19,1046,492,1559,551,4587,300,321,215
2017年6月,25679975,18563296,7122589,3289027,1690841,1238896,1560684,834366,180028,866026,515725,760077,265514,69216,49981,7849,116,50459,35527,17751,1,925,652,723,10,2931,1315,1111,123,169,11,46,509318,85248,15353,109054,51191,3931,129384,4158,6630,55865,5539,165,1851,29299,8028,2197,1415,2320957,518235,381275,328980,167704,129701,94042,79309,45981,97100,24424,47991,29951,72496,26740,20412,52571,42302,31816,14971,16597,9131,13497,1721,9836,0,601,1914,2883,37,14358,1338,195,99,268,3434,11057,1386,331,9510,7510,8999,3256137,3081181,174943,242334,172599,10671,6292,444,35,26,19,676,0,10549,8990,7571,63,4517,7787,1154,0,1797,5257,31,59,3104,48,141,219342,104512,19053,20318,25499,28912,452,12325,74,432,2853,681,3392,825,318184,218775,39030,2150,3556,1678,254,45,8919,349,76,805,49,422,0,206,156581,54514,317,1,34,7805,27544,81,8860,340,6,2,497,3,0,352,0,333,2681,0,3491,344,132,2020,938,50,2441,7128,4632,537,1034,107,110,244,6434,11558,248,69,6,20,191,0,346,324,165,2961,911,1238,1200,3235,264,341,171
2017年7月,26939171,19378394,7259797,3442278,1942276,1184151,1621499,812337,273198,882033,631108,797097,278472,78777,41331,13550,183,62084,31842,17999,2,921,772,713,0,2860,1002,1536,46,56,127,35,569202,89521,15123,119747,61649,3979,137907,7958,11296,66423,6820,9,1838,32665,9733,2158,2374,2462248,561203,429207,328967,151491,137970,97645,71230,47439,121518,23216,49744,37975,78340,30286,21994,45085,39189,37779,13663,29734,11796,10475,611,10867,0,725,2136,3124,5,17135,2837,162,284,211,4100,12753,1564,661,11316,9576,8142,3448665,3262139,186440,252389,187372,11027,5749,285,12,93,1,822,36,10884,7558,6747,4,3391,6103,1182,0,2134,5415,87,10,2652,32,399,224712,110624,21419,17645,28978,24723,527,9683,59,341,4751,1102,3876,901,360488,264688,39424,383,2856,127,803,0,19637,345,43,190,183,235,27,236,147238,56376,469,0,0,7119,30509,19,6585,278,2,0,560,0,51,539,14,546,1984,3,2602,144,18,1051,386,64,1809,7412,3145,555,1887,172,13,300,4826,4658,186,198,16,12,199,2,395,775,69,1196,743,1695,611,4335,109,227,114
2017年8月,27616651,20094835,7738930,3615369,1709387,1210058,1681820,946971,294884,916765,548461,872292,291469,91792,43712,7459,93,60797,33840,21570,19,901,471,688,9,3879,1090,1028,165,263,69,311,556482,89889,14855,105568,55821,3884,156690,10073,10315,61588,5684,71,1068,29144,7805,2873,1012,2435882,522501,423311,296597,192989,145754,90184,123241,41789,119905,17981,47553,34055,64438,26963,18826,54506,38320,27520,11802,23657,11490,19328,997,8879,0,619,963,2194,17,16013,3169,175,490,333,4731,13929,1795,374,10865,7965,9385,3430191,3237604,192460,270880,196534,12120,6621,234,10,0,0,606,41,9807,11851,12641,12,4399,5834,590,0,1807,4251,33,85,2862,44,63,237770,114303,22991,18474,32989,24589,678,14153,55,275,3291,704,4726,485,323196,255389,42320,641,4248,156,1201,4,10385,539,50,1390,15,269,56,111,173587,57463,926,0,125,7431,42640,129,7761,564,1,44,353,1,0,617,0,977,3334,0,3224,124,36,1456,852,0,1695,9590,4988,513,1120,242,8,0,4274,7019,969,219,69,23,93,0,565,773,8,1741,534,2241,2851,3011,299,1882,152
2017年9月,28714836,20833789,8255683,3852550,1953821,1311672,1438599,950264,249985,981775,539331,768037,278015,84331,39012,8861,142,57171,37227,19716,23,1085,972,316,0,3493,425,704,41,114,42,75,493870,76367,11854,92381,48984,2911,137160,8082,8450,56887,3810,116,1116,34421,7282,2958,1091,2705746,581637,543666,350490,176480,153138,93006,88167,47434,135891,23913,54439,41217,87543,34049,19678,43070,38224,39822,14228,28145,9805,15683,640,10495,0,676,1782,1764,18,17367,2884,87,163,180,4410,13171,1445,496,12610,8244,9128,3519302,3308500,210762,311864,240465,11290,8994,276,1,0,0,877,2,10753,9439,8904,23,2861,5765,571,0,1739,5669,129,1,3463,34,130,245077,122762,22731,20858,27489,28118,622,12762,12,222,3644,825,4260,613,347664,242823,45974,3187,3421,172,284,14,17047,463,115,339,144,664,4,180,162394,55743,874,21,4,7830,32644,112,5209,793,0,0,299,65,0,349,0,192,1326,0,6539,33,3,1748,881,178,1771,6278,6302,864,1695,91,26,0,4997,12659,349,244,0,6,236,0,1065,229,5,1996,470,1282,981,3026,159,675,308
2017年10月,27396197,20172345,8235505,3634225,1712496,1198630,1495259,997186,258249,929854,510790,675585,279083,80129,38808,10846,164,51168,35135,20284,5,743,838,772,0,4194,881,997,152,14,0,42,520084,70907,12053,127911,39930,3103,148532,7133,9478,59720,4978,67,1621,24377,6233,2372,1669,2406141,519678,471694,298647,163139,149901,90585,91793,40334,109979,18719,44170,32178,69335,27653,14408,50855,43180,38639,9602,17741,14087,16154,620,8773,0,341,1154,1707,1,18664,1784,31,248,204,3015,11839,1532,312,9613,6072,7313,3231862,3053823,178034,250932,191766,10336,6802,374,144,1,4,340,9,8976,5970,7381,7,3274,5145,829,0,1820,3265,115,64,3870,14,100,207248,97677,20169,19317,21826,24165,764,13157,108,201,3607,574,5052,589,349995,279019,42777,1811,4464,93,410,3,11712,618,4,1629,68,394,0,192,149232,57611,852,20,99,8632,26667,187,9476,177,0,0,246,0,0,353,0,217,1082,25,875,196,55,1793,1503,0,1206,5632,5646,1005,1616,96,3,101,4664,5876,523,308,66,4,180,0,1034,689,18,1425,866,2249,231,3509,106,1274,85
2017年11月,28589474,21015668,8513151,3903578,1788443,1220659,1484535,945676,317347,926099,535613,849276,270338,92218,48435,9519,175,49492,32654,19225,27,1076,1128,624,0,2981,957,1652,180,232,120,22,547038,83258,11625,97228,69638,3227,146016,13604,10689,68041,4592,196,1792,23801,7737,4601,966,2380719,526009,440960,307706,143718,141177,89887,81263,49230,121508,18922,51427,33642,77845,27474,18488,44884,34863,41221,11371,15759,9832,11883,402,7820,0,522,716,1614,3,15773,6019,290,355,268,4943,12384,1876,350,10249,7897,9807,3541604,3336660,204838,262858,192104,10996,5801,115,217,0,11,383,33,8857,6823,16656,5,2928,6794,1327,0,1814,3727,24,601,2856,17,494,250591,121038,24392,22927,31231,24701,624,14366,62,573,2822,792,6188,869,340278,255038,42458,950,6479,96,260,0,1136,702,35,965,84,347,2,253,142201,45235,1258,23,114,7702,31448,142,3652,252,0,0,437,0,1,950,14,190,990,0,6233,241,56,2437,382,0,2398,5729,5989,773,1490,94,27,302,5691,4425,817,74,135,2,80,0,165,354,670,1424,613,2208,273,3942,158,868,55
2017年12月,29377347,21539760,8880815,3916807,1787544,1191519,1593083,943945,258919,947436,506641,912487,316791,85975,51983,11100,128,66210,35249,23145,30,1222,1513,607,0,4049,808,1251,159,1,1,73,538215,82308,8321,88583,61368,5188,151439,7566,9338,61939,5895,638,3731,39407,7357,3982,1155,2693895,589943,462207,347866,215294,165533,95032,99110,48441,130449,21830,62025,33560,84651,36268,14510,41909,35116,40269,17504,20041,13898,11843,696,10602,0,434,714,1386,1,35333,1540,140,329,316,3493,13165,2048,246,11603,11550,11555,3488426,3290003,198288,261725,195603,9638,7656,311,3,0,20,330,0,12548,7278,8603,3,1960,4222,922,0,2055,7069,73,0,2184,84,255,250896,132149,21080,22080,26778,28480,789,11812,8,81,2124,930,3644,857,335204,259732,40149,1512,5808,372,620,130,12865,600,218,1244,185,323,141,188,158254,52551,394,8,53,8983,32602,65,5279,264,14,0,759,21,0,194,0,102,734,90,644,51,2,1629,1039,0,2071,6553,4713,1208,1302,114,10,22,6074,14329,1220,25,66,5,108,0,1378,1151,130,1854,635,3025,221,4184,189,864,281
2018年,334007338,240832172,96497850,41400954,22800957,15738931,17324072,10601675,3329164,10770602,6167705,8942334,3771080,1140820,729761,119772,3647,700265,405213,271166,881,12816,24900,5926,0,31283,11305,15396,2259,618,420,1072,5955462,781071,146264,1249654,442411,50415,1330569,119544,480429,825768,47108,1749,25146,317988,82565,41659,12405,31277632,7058113,5855544,3858019,2328023,1666743,1116331,1249222,595477,1500413,258391,614916,439722,992712,340351,238729,499004,454722,462420,182708,236746,131107,158051,5917,121472,3,6565,15213,20358,327,201180,44065,6951,3864,3979,61779,169586,20752,8267,127398,101589,113563,42030102,39490380,2538321,3340014,2483005,111668,87640,3275,546,81,378,6966,400,147297,106879,129240,271,29467,86028,12786,3,26239,62185,486,464,32370,999,5868,2749248,1342027,246362,285567,253653,339220,8512,169012,52,4629,25933,7521,58988,7002,4234865,3395405,483989,14975,67917,1715,5700,32638,56320,6268,788,11180,1643,3168,80,2833,2106411,694129,33316,183,778,114166,436747,1077,110186,1285,25,43,3599,8,133,5587,15,2526,22498,1189,28657,1135,658,30324,8809,1,24665,94074,67901,15599,25157,2454,970,1542,64241,114255,10395,2518,368,424,2637,17,6497,2124,924,11980,10028,25710,45693,47647,4291,6213,3811
2018年1月,27261431,19850834,7614588,3509566,1879262,1270958,1375544,919405,315685,893436,530004,944388,326048,85915,51929,9911,404,59855,32227,24738,0,1260,862,482,0,1993,777,775,172,71,133,115,505332,75198,9670,94435,50950,3773,148232,8033,8114,59886,4279,236,1292,31398,5397,3519,904,2476206,568251,425309,296074,197000,151631,81076,81818,46132,126924,21396,51560,33621,86576,28497,13226,47892,25407,37345,17212,30746,8750,12519,222,9214,0,260,1222,1649,75,21152,3887,751,570,266,4363,13903,1349,165,8010,11244,8457,3337289,3130234,206937,256548,184613,10999,6812,240,44,0,2,278,0,19218,4682,7287,7,2171,8415,1190,0,1602,4064,23,9,3717,12,784,218126,116681,16162,15393,23067,25062,1192,11429,0,547,1430,823,5864,467,355511,271405,35718,3211,5951,1116,438,1,6203,303,14,1280,238,783,1,411,145573,48912,204,6,138,7628,30042,4,6143,2,0,0,293,4,0,405,0,103,1261,12,2224,30,0,1814,1755,0,2258,9821,3076,789,1701,75,336,205,4241,5563,716,175,82,25,152,0,244,128,2,555,830,2097,2036,4935,1333,589,178
2018年2月,22169528,15335546,5809144,2503032,1571175,958835,1189164,714225,244662,577658,445182,784700,293612,89993,45199,6330,216,41844,26944,26476,3,1252,838,325,0,2562,584,1167,96,95,0,49,684484,78008,13947,200322,52907,4055,123072,9128,106789,56751,4413,12,2000,23938,5521,3070,535,2362397,521799,422643,271735,204310,123924,90447,95208,42703,118422,25312,48590,33337,70963,27332,11362,46529,36275,39627,14592,17287,9549,13513,525,8001,0,945,1335,1226,41,14578,1593,634,261,755,5772,12540,1263,368,9343,7869,9326,2803944,2611255,192682,237438,177566,9325,5866,202,0,0,19,194,1,7238,7257,12849,0,1803,6273,591,0,1576,3454,28,1,2565,31,420,207438,93220,18464,16945,31228,25392,914,13759,7,178,1813,725,4326,375,266770,223310,30357,875,4710,42,318,4,774,645,55,163,50,79,8,231,168491,78502,1146,23,48,6229,30657,362,9183,166,1,1,310,0,0,230,1,104,1045,59,799,248,8,1132,467,0,1969,8842,3847,661,1291,18,6,214,5110,4310,1191,155,74,66,154,0,226,292,0,1445,799,1721,413,3671,235,188,140
2018年3月,29792853,22127610,9752885,3609330,1996516,1211876,1271307,941542,293070,952478,557886,905643,326194,102476,55907,8945,298,68089,35549,23789,5,973,5309,399,0,2539,1177,1762,172,68,0,22,575975,79907,10913,89896,36710,2889,147335,8482,61048,81804,3615,75,2871,36829,7797,4337,1238,2634940,578514,499636,306814,206173,155904,86775,119093,44059,125208,19540,51457,34902,92179,29989,15258,49332,39956,38324,16713,20035,8399,13507,1034,10365,0,608,995,2061,47,17773,3250,876,200,213,5460,12277,1187,501,9730,9739,6458,3322301,3110872,211171,263546,190890,9202,8950,325,139,13,0,374,35,13456,10493,9773,0,2055,5422,994,0,2743,4917,127,5,2871,5,345,252320,122054,24338,22399,26862,30175,426,19355,0,326,2222,495,3123,504,341878,295224,33519,293,1965,13,392,4,716,376,22,102,233,147,8,46,163665,56600,400,23,11,8404,32063,142,6397,45,5,2,208,0,0,177,0,8,1479,23,3096,0,5,1489,888,0,1215,7292,5580,1239,1421,95,88,153,6244,14648,850,133,30,0,141,0,1115,341,94,552,565,1818,448,4632,226,312,123
2018年4月,26549309,19212812,7280853,3550727,1787030,1296398,1301857,882130,295491,900609,510275,790241,326492,104414,49480,12778,689,55882,34006,24546,94,1264,604,411,0,2792,708,1295,113,56,2,26,526523,65889,11709,89913,44612,3557,122857,15722,67755,59475,4985,167,2553,28649,5706,1890,1064,2546727,573200,458584,313781,198707,125762,100260,111464,43299,140674,19507,49216,36223,79949,27408,22303,37287,42659,39603,13666,16828,9658,10234,791,10232,0,305,1195,1142,19,15137,2486,493,279,283,4476,13167,1620,141,8393,9205,6750,3157904,2965794,192045,248287,182234,8951,8164,433,3,1,29,574,180,9864,9849,6882,6,2260,8026,972,0,2643,4230,35,139,2292,43,190,214417,109490,17310,19250,21921,25245,1020,11687,6,548,1850,822,4818,312,336183,223847,34078,340,4531,131,455,11,26475,630,3,1189,108,134,0,113,190051,50928,26138,0,0,10126,38066,99,10896,41,0,1,921,2,20,539,0,120,1024,122,3830,18,64,2954,411,0,2755,7690,4482,762,1951,223,74,27,4745,8604,1500,126,2,5,232,0,258,138,2,535,330,2479,1047,3748,194,867,331
2018年5月,28944221,20508485,8082606,3733575,1857238,1289260,1450166,946377,263497,995926,534453,777929,302517,95528,45658,7315,121,54656,30987,27703,58,1399,4319,522,0,1822,1406,1625,280,11,2,18,575877,75972,17279,103705,47793,5798,137689,8558,53606,69573,3956,58,2840,34743,9010,4052,1228,2788387,631316,538519,340627,221896,140596,92705,103298,48889,136441,24010,53866,36004,82784,29695,24537,36217,45584,39429,19377,21191,11509,15267,421,11809,3,908,1601,2573,28,14738,5466,652,499,283,5238,16316,1732,234,10911,11117,9487,3870294,3619173,250953,288987,213911,9545,8086,393,81,0,83,622,134,13260,10786,9024,6,2064,7428,1514,0,2340,6064,32,45,2955,66,132,251790,125486,23510,22424,25200,32717,561,12584,25,309,3018,606,4693,620,363663,301101,43356,270,8683,17,432,20,2049,456,135,20,186,50,1,85,180059,52524,1014,3,15,10416,40627,60,7818,125,0,0,242,0,0,815,0,92,3604,468,5844,142,118,2241,696,0,2084,8067,7167,1573,1643,252,1,305,7037,10531,577,372,98,88,246,0,641,282,143,1373,367,1675,822,4648,320,1119,406
2018年6月,28110115,20190640,7783275,3679738,2040216,1066565,1653602,830021,246436,894950,500518,840855,360162,92763,54465,8844,352,68052,38319,21914,439,1237,1077,349,0,2191,656,1079,185,0,0,41,493164,69157,13763,86454,61415,3600,125037,14645,6734,68215,3467,906,2257,23422,8191,4364,1484,2784395,616187,566190,325929,215177,134114,96648,124573,66934,142038,22624,50965,33647,80372,30091,17173,37511,37915,36791,13112,18069,11059,16818,586,10293,0,393,2371,1426,7,16717,3875,492,297,186,6509,14264,1963,354,9769,9673,10292,3456647,3261852,194789,291315,207837,10647,7077,384,9,1,28,829,0,12933,12227,18016,72,2935,5746,1424,0,2550,5203,11,58,2129,56,615,246933,118146,20720,24571,27407,32695,1123,13895,0,113,2968,625,3879,784,340888,269029,44459,696,7529,18,602,7071,576,442,11,748,221,305,1,253,180225,67934,435,38,257,8792,37854,26,8190,102,1,6,272,1,0,148,0,14,2918,11,1019,109,104,2040,366,0,3106,5864,7873,1439,2488,31,4,124,5543,8586,611,104,3,41,211,0,924,166,3,1334,496,3003,421,4421,314,446,44
2018年7月,28217572,20527255,7930979,3602422,2020059,1443767,1520725,957972,284445,892589,514198,744974,339915,75757,61957,16201,124,52461,36663,23084,118,457,2059,585,0,2568,829,1413,161,75,0,404,447909,62806,12919,89427,55731,3766,96636,8926,6734,68894,4342,13,2087,23139,7818,3400,1211,2552045,606863,458693,340036,156122,134225,91622,101542,46373,131269,18587,48200,37043,80960,27242,18029,34697,37164,38169,11999,20346,10784,10973,633,11424,0,415,1913,1662,11,18767,4267,1002,276,232,4461,17399,1413,569,9095,6091,10946,3529791,3319398,210130,282586,209535,8627,6782,199,19,30,2,353,21,11753,8618,12006,33,2378,8690,835,0,3413,4815,21,66,2965,53,569,236799,118955,22986,23887,18854,26066,418,15617,4,505,2161,413,5967,949,350779,287876,45375,1921,4660,167,307,2,1383,554,71,450,127,65,57,238,159830,52909,903,18,112,12129,38427,58,7455,174,15,28,46,1,1,480,0,836,1432,364,1598,133,54,3057,873,0,1474,6691,5549,1283,2262,636,3,263,5147,3929,563,226,50,34,363,0,183,270,0,796,1040,1837,359,2994,247,366,187
2018年8月,28021801,20112493,7979516,3683376,1784275,1462606,1402365,903847,234268,895233,497347,710690,294888,82702,50680,8307,324,62871,30842,20186,0,992,649,551,0,3371,798,1369,153,0,1,65,523850,50687,10303,143895,32956,4153,106686,8370,66718,64794,2893,104,1085,20454,6980,2636,1136,2630319,609748,501337,326485,202511,125617,93692,81596,54920,111961,21662,53616,39550,86096,29239,17744,43438,36962,35529,13435,24112,11324,13285,453,11898,0,483,1056,1292,2,17701,4451,623,245,277,7440,15871,1439,1125,13236,6347,12012,3531929,3314836,216771,319700,244066,10077,6599,335,130,1,68,297,0,13138,11657,11290,23,3028,6362,849,3,2057,6033,38,10,2852,22,40,238893,109624,25195,27930,17927,33067,877,15714,0,185,1714,809,5356,489,317090,256008,46914,575,4935,43,626,3,925,640,62,971,76,342,2,119,216460,55984,324,0,80,10729,42596,22,10268,36,0,0,151,0,0,346,0,149,2283,0,1859,24,2,4927,665,1,1272,8357,8245,1639,1839,163,0,28,6441,10485,537,355,1,67,135,0,1198,70,4,987,363,2283,36536,3340,224,399,274
2018年9月,29467165,21098297,8689906,3607273,2029546,1452175,1441622,900940,275548,966063,526895,610707,309624,85489,62276,12028,192,60509,38905,18936,0,1255,958,550,0,3174,1017,2164,221,0,0,22,459060,53148,10107,89323,22979,4223,80529,12535,74901,63456,5884,78,2475,28813,5916,3368,1274,2783877,609420,512812,355394,202362,153745,99873,145170,56057,112184,22438,49123,42178,90752,26498,26726,41227,37969,42964,15258,20073,12161,14257,339,10388,0,861,780,2778,42,17369,3471,297,244,275,6381,16611,2079,1315,10881,7544,12597,3824988,3609833,215047,284977,212660,7730,6399,208,40,29,1,589,1,13351,8670,11913,0,2790,8403,898,0,1401,5958,47,34,2506,27,572,233810,114814,19626,26782,17299,27177,617,15568,1,536,2603,517,7502,649,449614,381154,45451,2180,4155,31,575,1318,1320,626,22,1206,144,115,2,405,198305,71283,697,0,0,9115,44688,43,12910,12,3,1,243,0,0,697,14,8,1754,0,2163,171,33,2038,544,0,2139,7793,7104,1955,3077,109,4,74,4374,11757,1890,210,5,13,263,0,388,65,39,761,1826,1752,1129,3273,291,502,167
